reviews,recommendation,location
Very friendly & amicable doctor. His recommended medicines also worked very well. Explanation of the disease was done very well in detail.,I recommend the doctor,Delhi
"Good doctor and a superb follow up on emails too..My father's diabetes issue is getting better, I will recommend Dr. Paras",I recommend the doctor,Delhi
"I am feeling much better. Hence, I am recommending Dr. Paras Agarwal for General Physician. The treatment was within budget and the medicine dosage were also less.  ",I recommend the doctor,Delhi
Very understanding and courteous doctor. Heard all my issues and accordingly prescribed medicines. **** ********* ********** Made me feel better in a day and perfectly alright in a few days. ,I recommend the doctor,Delhi
Overall experience with Dr. Paras agarwal is very good. The way of treating patient is very good and given instructions are useful for me to improve my health. ,I recommend the doctor,Delhi
I have visited him many a times *** * ***** ** ** **** ****** * **** **** ****.He listen patiently and guide u with least possible *** ********* ******** . Thanku so much,I recommend the doctor,Delhi
"Had a nice experience, the appointment started on time the doctor listened to my symptoms very carefully ",I recommend the doctor,Delhi
It was good experience to consult Dr paras He asked my problem in a well professional manner. He given as much time what I need. ,I recommend the doctor,Delhi
"doctor listened our problem very well.suggested what to do and what not to do. dont panic us for immediate treatment. we feel relaxed after meet him, he supported us phone and whatapp. ",I recommend the doctor,Delhi
I am consulting Dr.Agarwal for my father. It has been a pleasant experience as Dr.Agarwal devotes adequate time to understand the issue and is also reachable on email. I would strongly recommend him. Great to have Doctor like him.,I recommend the doctor,Delhi
"The experience was pretty good. He gave about half an hour listening to my problems. ** ** ****** ************* ***** *** ** ***** ******* He advised some tests as well
",I recommend the doctor,Delhi
Very nice........Listen carefully.....Detail study about your disesase.Good suggestion...nd dont try to extra loot as compare to other doctors,I recommend the doctor,Delhi
I have gone twice to Dr. He is very patient listner .He made his patient comfortable and advice properly. He is not at all greedy unlike many other doctors. Overall wonderful experience.,I recommend the doctor,Delhi
The experience was great.  The Doctor listens to the problem very carefully and explains the treatment in great detail. Would recommend him to anyone reading this review. ,I recommend the doctor,Delhi
He listens to patient's issue very patiently and then explains his diagnosis and possibilities of disease could be from the symptoms he concluded from discussion. A perfect example of a professional doctor.,I recommend the doctor,Delhi
"It was wonderful interaction.It started as scheduled ,doctor listen patiently and advised medication as required not unnecessary adding medicines as others do.",I recommend the doctor,Delhi
Very sincere attitude towards his patients.. Listens carefully to minute details and also devoted ample of time in going through reports and proceeding for next action.. This was my 2nd visit and feeling very positive..,I recommend the doctor,Delhi
"This was our first meeting and would wait till the complete treatment. However the doc is really a gentlemen, doesnt rush in prescribing meds and tests, instead takes a rational approach. Would recommend to all.",I recommend the doctor,Delhi
"Very professional consultation, well answered my questions and clarified all doubts. Doctor worth recommending. ",I recommend the doctor,Delhi
It was good experience. Doctor listens to us sincerely and explained and responded on complications in detail. ,I recommend the doctor,Delhi
He listened my problem carefully.Suggests few n mild medicines.Stepwise treatment.It was my first time appointment.Firstly diagnose the problem then starts treatment.It was a good experience.,I recommend the doctor,Delhi
I took some time to find out reports from my email. But doctor had waited patiently. Medicines I am yet to take so can not comment on treatment. But by fee of Rs. 500 I did not receive any envelope or file or holder for prescription. ,I recommend the doctor,Delhi
very nice doctor humble & soft spoken. Makes patient understand evrybit like when i visited there i came bak with confidence and positivite energy.,I recommend the doctor,Delhi
Dr. Is very good . He understands the concern... Absolute recommendation . Treated really well.......,I recommend the doctor,Delhi
"Good experience, minimum medicines and tests advised after explaining properly the need and safety of all. Good grasp of doctor on problem",I recommend the doctor,Delhi
He is very good at analysing the problem and listen to you very seriously to understand the real issue.  He gave us 30 mins to make us understand the situation well.  Also he don't write too many medicines.  Best ever experience with Paras Aggarwal.  ,I recommend the doctor,Delhi
It was a good experience. Got right advise and well explained to me. Recommended ! I was glad i came to him after being confused what to do,I recommend the doctor,Delhi
"It was nice.he asked us many questions to understand the history and to judge the problem correctly.

",I recommend the doctor,Delhi
